,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
809,Fauna, Peixes Continentais, Rivulidae, Hypsolebias marginatus, Peixe da chuva, Criticamente em Perigo CR , CR, Cerrado, Agropecuaria, Nao, Sim, Nao,1, Sim, Informacao nao disponivel
810,Fauna, Peixes Continentais, Rivulidae, Hypsolebias mediopapillatus, Peixe anual, Vulneravel VU , VU," Caatinga, Cerrado"," Agropecuaria, Extracao Direta Caca Pesca", Nao, Nao, Nao,1, Sim, Informacao nao disponivel
811,Fauna, Peixes Continentais, Rivulidae, Hypsolebias multiradiatus, Peixe da chuva, Criticamente em Perigo CR , CR, Cerrado," Agropecuaria, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, Informacao nao disponivel
812,Fauna, Peixes Continentais, Rivulidae, Hypsolebias nielseni, Peixe anual, Em Perigo EN , EN, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MG
813,Fauna, Peixes Continentais, Rivulidae, Hypsolebias notatus, Peixe da chuva, Em Perigo EN , EN, Cerrado," Outras Atividades Economicas Barrages Abastecimento Drenagem, Outras Atividades Economicas Transporte", Sim, Sim, Nao,2, Sim, GO
814,Fauna, Peixes Continentais, Rivulidae, Hypsolebias picturatus, Peixe anual, Vulneravel VU , VU," Caatinga, Cerrado", Agropecuaria, Nao, Nao, Nao,1, Sim, Informacao nao disponivel
815,Fauna, Peixes Continentais, Rivulidae, Hypsolebias rufus, Peixe anual, Criticamente em Perigo CR , CR, Cerrado, Outras Atividades Economicas Transporte, Nao, Sim, Nao,1, Sim, Informacao nao disponivel
816,Fauna, Peixes Continentais, Rivulidae, Hypsolebias similis, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Sim, Nao,1, Sim, MG
817,Fauna, Peixes Continentais, Rivulidae, Hypsolebias stellatus, Peixe anual, Em Perigo EN , EN, Cerrado, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, MG
818,Fauna, Peixes Continentais, Rivulidae, Hypsolebias tocantinensis, Desconhecido, Criticamente em Perigo CR , CR, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MA
819,Fauna, Peixes Continentais, Rivulidae, Hypsolebias trilineatus, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Sim, Nao,1, Sim, MG
820,Fauna, Peixes Continentais, Rivulidae, Hypsolebias virgulatus, Peixe anual, Criticamente em Perigo CR , CR, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MG
821,Fauna, Peixes Continentais, Loricariidae, Isbrueckerichthys saxicola, Cascudo , Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,1, Sim, PR
822,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis bambui, Bagrinho de caverna, Criticamente em Perigo CR , CR, Cerrado, Outras Atividades Economicas Turismo, Sim, Nao, Nao,2, Sim, GO
823,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis cahyensis, Desconhecido, Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Sim, Sim, Nao,2, Sim," BA, ES"
824,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis epikarsticus, Bagrinho de caverna, Vulneravel VU , VU, Cerrado," Ameaca Desconhecida, Outras Atividades Economicas Turismo", Sim, Nao, Nao,2, Sim, GO
825,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis mambai, Desconhecido, Em Perigo EN , EN, Cerrado," Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Turismo", Sim, Nao, Nao,2, Sim, GO
826,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis passensis, Bagrinho de caverna, Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Sim, GO
827,Fauna, Peixes Continentais, Trichomycteridae, Ituglanis ramiroi, Bagrinho de caverna, Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Sim, GO
828,Fauna, Peixes Continentais, Anablepidae, Jenynsia diphyes, Canivete, Em Perigo EN , EN, Mata Atlantica," Especies Exoticas, Poluicao", Nao, Sim, Nao,1, Sim, PR
829,Fauna, Peixes Continentais, Anablepidae, Jenynsia sanctaecatarinae, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria Aquacultura, Mineracao, Outras Atividades Economicas Industrias, Poluicao, Poluicao Assoreamento", Nao, Sim, Nao,1, Sim, SC
830,Fauna, Peixes Continentais, Doradidae, Kalyptodoras bahiensis, Peracuca, Em Perigo EN , EN," Caatinga, Mata Atlantica"," Especies Exoticas, Outras Atividades Economicas Barrages Abastecimento Drenagem, Poluicao", Nao, Sim, Nao,1, Sim, BA
831,Fauna, Peixes Continentais, Characidae, Kolpotocheirodon figueiredoi, Desconhecido, Criticamente em Perigo CR , CR," Caatinga, Mata Atlantica", Outras Atividades Economicas Turismo, Sim, Sim, Nao,2, Sim, BA
832,Fauna, Peixes Continentais, Characidae, Kolpotocheirodon theloura, Lambari , Vulneravel VU , VU, Cerrado," Agropecuaria, Assentamento Humano cidades, Especies Exoticas, Queimadas", Sim, Sim, Nao,2, Sim," DF, GO"
833,Fauna, Peixes Continentais, Rivulidae, Kryptolebias brasiliensis, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Nao, Nao,1, Sim, RJ
834,Fauna, Peixes Continentais, Rivulidae, Kryptolebias campelloi, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Agropecuaria, Nao, Nao, Nao,1, Sim, PA
835,Fauna, Peixes Continentais, Rivulidae, Kryptolebias gracilis, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Nao, Nao, Nao,1, Sim, RJ
836,Fauna, Peixes Continentais, Loricariidae, Lamontichthys avacanoeiro, Desconhecido, Em Perigo EN , EN, Cerrado, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim," BA, GO, MG, TO"
837,Fauna, Peixes Continentais, Loricariidae, Lamontichthys parakana, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, PA
838,Fauna, Peixes Continentais, Lebiasinidae, Lebiasina marilynae, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
839,Fauna, Peixes Continentais, Lebiasinidae, Lebiasina melanoguttata, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
840,Fauna, Peixes Continentais, Lebiasinidae, Lebiasina minuta, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
841,Fauna, Peixes Continentais, Characidae, Lepidocharax diamantina, Desconhecido, Em Perigo EN , EN, Caatinga," Assentamento Humano cidades, Outras Atividades Economicas Turismo", Sim, Sim, Nao,2, Sim, BA
842,Fauna, Peixes Continentais, Loricariidae, Leporacanthicus joselimai, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Sim,3, Sim, PA
843,Fauna, Peixes Continentais, Anostomidae, Leporinus guttatus, Aracu, Vulneravel VU , VU, Amazonia," Extracao Florestal, Outras Atividades Economicas Energia", Sim, Sim, Nao,2, Sim, PA
844,Fauna, Peixes Continentais, Anostomidae, Leporinus pitingai, Aracu, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, AM
845,Fauna, Peixes Continentais, Rivulidae, Leptolebias citrinipinnis, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
846,Fauna, Peixes Continentais, Rivulidae, Leptolebias itanhaensis, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica," Assentamento Humano cidades, Extracao Direta Caca Pesca", Nao, Nao, Nao,1, Sim, SP
847,Fauna, Peixes Continentais, Rivulidae, Leptolebias leitaoi, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,1, Sim, BA
848,Fauna, Peixes Continentais, Rivulidae, Leptolebias marmoratus, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim, RJ
849,Fauna, Peixes Continentais, Rivulidae, Leptolebias opalescens, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
850,Fauna, Peixes Continentais, Rivulidae, Leptolebias splendens, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
851,Fauna, Peixes Continentais, Trichomycteridae, Listrura camposi, Cambeva minhoca do ribeira , Criticamente em Perigo CR , CR, Mata Atlantica," Outras Atividades Economicas Barrages Abastecimento Drenagem, Outras Atividades Economicas Transporte, Poluicao, Poluicao Assoreamento", Sim, Sim, Nao,2, Sim, SP
852,Fauna, Peixes Continentais, Trichomycteridae, Listrura costai, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Nao, Sim, Nao,1, Sim, RJ
853,Fauna, Peixes Continentais, Trichomycteridae, Listrura nematopteryx, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim, RJ
854,Fauna, Peixes Continentais, Trichomycteridae, Listrura tetraradiata, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
855,Fauna, Peixes Continentais, Loricariidae, Lithoxus lithoides, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Nao," AM, PA"
856,Fauna, Peixes Continentais, Characidae, Lophiobrycon weitzmani, Lambari , Em Perigo EN , EN, Cerrado, Mineracao, Nao, Sim, Nao,1, Sim, MG
857,Fauna, Peixes Continentais, Pseudopimelodidae, Lophiosilurus alexandri, pacama, Vulneravel VU , VU, Cerrado," Extracao Direta Caca Pesca, Outras Atividades Economicas Energia, Poluicao", Sim, Sim, Sim,3, Sim," AL, BA, GO, MG, PE, SE"
858,Fauna, Peixes Continentais, Loricariidae, Loricaria coximensis, Desconhecido, Criticamente em Perigo CR , CR, Cerrado," Agropecuaria, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, MS
859,Fauna, Peixes Continentais, Rivulidae, Maratecoara formosa, Peixe da chuva, Vulneravel VU , VU, Cerrado," Agropecuaria, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, TO
860,Fauna, Peixes Continentais, Rivulidae, Maratecoara splendida, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, TO
861,Fauna, Peixes Continentais, Apteronotidae, Megadontognathus kaitukaensis, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
862,Fauna, Peixes Continentais, Crenuchidae, Melanocharacidium nigrum, Piaba, Em Perigo EN , EN, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim," AM, RR"
863,Fauna, Peixes Continentais, Rivulidae, Melanorivulus crixas, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
864,Fauna, Peixes Continentais, Rivulidae, Melanorivulus illuminatus, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
865,Fauna, Peixes Continentais, Rivulidae, Melanorivulus karaja, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, TO
866,Fauna, Peixes Continentais, Rivulidae, Melanorivulus kayapo, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
867,Fauna, Peixes Continentais, Rivulidae, Melanorivulus kunzei, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
868,Fauna, Peixes Continentais, Rivulidae, Melanorivulus litteratus, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MT
869,Fauna, Peixes Continentais, Rivulidae, Melanorivulus pindorama, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, TO
870,Fauna, Peixes Continentais, Rivulidae, Melanorivulus pinima, Peixe anual, Em Perigo EN , EN, Cerrado," Agropecuaria, Assentamento Humano cidades", Nao, Nao, Nao,1, Sim, GO
871,Fauna, Peixes Continentais, Rivulidae, Melanorivulus planaltinus, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim," GO, TO"
872,Fauna, Peixes Continentais, Rivulidae, Melanorivulus rubromarginatus, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
873,Fauna, Peixes Continentais, Rivulidae, Melanorivulus rutilicaudus, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
874,Fauna, Peixes Continentais, Rivulidae, Melanorivulus salmonicaudus, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
875,Fauna, Peixes Continentais, Rivulidae, Melanorivulus scalaris, Peixe anual, Em Perigo EN , EN, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MS
876,Fauna, Peixes Continentais, Rivulidae, Melanorivulus ubirajarai, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
877,Fauna, Peixes Continentais, Rivulidae, Melanorivulus vittatus, Peixe anual, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Agropecuaria, Assentamento Humano cidades", Nao, Nao, Nao,1, Sim, GO
878,Fauna, Peixes Continentais, Trichomycteridae, Microcambeva draco, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Poluicao Assoreamento", Nao, Sim, Nao,1, Sim, BA
879,Fauna, Peixes Continentais, Pseudopimelodidae, Microglanis robustus, Desconhecido, Criticamente em Perigo CR , CR," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, PA
880,Fauna, Peixes Continentais, Loricariidae, Microlepidogaster perforatus, Cascudinho, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica"," Assentamento Humano cidades, Poluicao", Nao, Sim, Nao,1, Sim, MG
881,Fauna, Peixes Continentais, Characidae, Mimagoniates lateralis, Lambari azul listrado, Vulneravel VU , VU, Mata Atlantica," Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,3, Sim," PR, SC, SP"
882,Fauna, Peixes Continentais, Characidae, Mimagoniates sylvicola, Piaba, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Sim, Sim, Sim,2, Sim," BA, ES"
883,Fauna, Peixes Continentais, Rivulidae, Moema piriana, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Agropecuaria, Nao, Nao, Nao,1, Sim, PA
884,Fauna, Peixes Continentais, Characidae, Mylesinus paucisquamatus, Pacu Pacu dente seco Pacu de cachoeira Curupete Pacu borracha, Em Perigo EN , EN," Amazonia, Cerrado"," Mineracao, Outras Atividades Economicas Energia", Sim, Sim, Nao,2, Sim," GO, PA, TO"
885,Fauna, Peixes Continentais, Serrasalmidae, Myleus tiete, Pacu prata , Em Perigo EN , EN," Cerrado, Mata Atlantica"," Outras Atividades Economicas Energia, Poluicao", Sim, Sim, Nao,2, Nao, PR
886,Fauna, Peixes Continentais, Rivulidae, Nematolebias catimbau, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Nao, Nao, Nao,1, Sim, RJ
887,Fauna, Peixes Continentais, Rivulidae, Nematolebias papilliferus, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Nao, Nao,1, Sim, RJ
888,Fauna, Peixes Continentais, Rivulidae, Nematolebias whitei, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
889,Fauna, Peixes Continentais, Loricariidae, Neoplecostomus botucatu, Cascudo, Vulneravel VU , VU, Mata Atlantica, Assentamento Humano cidades, Sim, Nao, Nao,2, Sim, SP
890,Fauna, Peixes Continentais, Loricariidae, Neoplecostomus selenae, Cascudo, Em Perigo EN , EN, Mata Atlantica," Mineracao, Poluicao", Nao, Sim, Nao,1, Sim, SP
891,Fauna, Peixes Continentais, Rivulidae, Notholebias cruzi, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim, RJ
892,Fauna, Peixes Continentais, Rivulidae, Notholebias fractifasciatus, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
893,Fauna, Peixes Continentais, Rivulidae, Notholebias minimus, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, RJ
894,Fauna, Peixes Continentais, Rivulidae, Notholebias vermiculatus, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Outras Atividades Economicas Transporte", Nao, Nao, Nao,1, Sim, RJ
895,Fauna, Peixes Continentais, Atherinopsidae, Odontesthes bicudo, Peixe rei, Em Perigo EN , EN," Mata Atlantica, Pampa", Outras Atividades Economicas Barrages Abastecimento Drenagem, Nao, Nao, Nao,1, Sim, RS
896,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias bokermanni, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Nao, Sim, Nao,1, Sim, BA
897,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias constanciae, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica," Assentamento Humano cidades, Extracao Direta Caca Pesca", Sim, Sim, Nao,2, Sim, RJ
898,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias ilheusensis, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica," Assentamento Humano cidades, Outras Atividades Economicas Turismo", Sim, Nao, Nao,2, Sim, BA
899,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias perpendicularis, Peixe anual, Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Nao, Sim, Nao,1, Sim, BA
900,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias rosaceus, Peixe anual, Vulneravel VU , VU, Mata Atlantica, Agropecuaria, Nao, Sim, Nao,1, Sim, BA
901,Fauna, Peixes Continentais, Rivulidae, Ophthalmolebias suzarti, Peixe anual, Vulneravel VU , VU, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Nao, Nao,1, Sim, BA
902,Fauna, Peixes Continentais, Characidae, Ossubtus xinguense, Pacu capivara, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Sim,2, Sim," MT, PA"
903,Fauna, Peixes Continentais, Loricariidae, Otothyris juquiae, Cascudinho anao, Criticamente em Perigo CR , CR, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Poluicao, Poluicao Assoreamento", Sim, Sim, Nao,2, Sim, SP
904,Fauna, Peixes Continentais, Poeciliidae, Pamphorichthys pertapeh, Barrigudinho, Criticamente em Perigo CR , CR, Cerrado," Agropecuaria, Poluicao", Sim, Sim, Nao,2, Sim, GO
905,Fauna, Peixes Continentais, Loricariidae, Parancistrus nudiventris, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Sim,3, Sim, PA
906,Fauna, Peixes Continentais, Potamotrygonidae, Paratrygon aiereba, Arraia aramaca, Criticamente em Perigo CR , CR," Amazonia, Cerrado"," Agropecuaria, Extracao Direta Caca Pesca, Extracao Florestal, Mineracao, Poluicao", Sim, Sim, Sim,3, Nao," AC, AM, AP, MT, PA, RO, RR"
907,Fauna, Peixes Continentais, Loricariidae, Pareiorhaphis mutuca, Cascudo, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Assentamento Humano cidades, Mineracao", Sim, Sim, Nao,2, Sim, MG
908,Fauna, Peixes Continentais, Loricariidae, Pareiorhaphis nasuta, Desconhecido, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica"," Outras Atividades Economicas Energia, Poluicao Assoreamento", Nao, Sim, Nao,1, Sim, MG
909,Fauna, Peixes Continentais, Loricariidae, Pareiorhaphis scutula, Desconhecido, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Mineracao, Outras Atividades Economicas Energia", Sim, Sim, Nao,2, Sim, MG
910,Fauna, Peixes Continentais, Loricariidae, Parotocinclus spilurus, Cascudinho, Em Perigo EN , EN, Caatinga," Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao Assoreamento", Nao, Sim, Sim,1, Sim, CE
911,Fauna, Peixes Continentais, Loricariidae, Peckoltia compta, Desconhecido, Em Perigo EN , EN, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Sim,3, Sim, PA
912,Fauna, Peixes Continentais, Loricariidae, Peckoltia snethlageae, Desconhecido, Em Perigo EN , EN, Amazonia," Extracao Direta Caca Pesca, Outras Atividades Economicas Energia", Sim, Nao, Sim,3, Sim, PA
913,Fauna, Peixes Continentais, Poeciliidae, Phalloptychus eigenmanni, Barrigudinho, Criticamente em Perigo CR , CR," Caatinga, Mata Atlantica"," Agropecuaria, Especies Exoticas, Poluicao", Nao, Sim, Nao,1, Sim, BA
914,Fauna, Peixes Continentais, Poeciliidae, Phallotorynus fasciolatus, Barrigudinho, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Especies Exoticas, Outras Atividades Economicas Industrias, Poluicao", Sim, Sim, Nao,2, Sim, SP
915,Fauna, Peixes Continentais, Poeciliidae, Phallotorynus jucundus, Guaru listrado do cerrado, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Mineracao, Poluicao", Nao, Sim, Nao,1, Sim, SP
916,Fauna, Peixes Continentais, Heptapteridae, Pimelodella kronei, Bagre cego de iporanga, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Mineracao, Poluicao", Sim, Nao, Sim,2, Sim, SP
917,Fauna, Peixes Continentais, Heptapteridae, Pimelodella spelaea, Desconhecido, Em Perigo EN , EN, Cerrado," Outras Atividades Economicas Turismo, Poluicao", Sim, Nao, Nao,2, Sim, GO
918,Fauna, Peixes Continentais, Pimelodidae, Pimelodus halisodous, Desconhecido, Vulneravel VU , VU," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, TO
919,Fauna, Peixes Continentais, Pimelodidae, Pimelodus joannis, Desconhecido, Vulneravel VU , VU," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, TO
920,Fauna, Peixes Continentais, Pimelodidae, Pimelodus stewartii, Desconhecido, Vulneravel VU , VU," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, TO
921,Fauna, Peixes Continentais, Rivulidae, Pituna brevirostrata, Peixe anual, Vulneravel VU , VU, Cerrado," Assentamento Humano cidades, Poluicao", Nao, Nao, Nao,1, Sim, GO
922,Fauna, Peixes Continentais, Rivulidae, Pituna xinguensis, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Nao, Nao, Nao,1, Sim, PA
923,Fauna, Peixes Continentais, Rivulidae, Plesiolebias altamira, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Nao, Nao, Nao,1, Sim, PA
924,Fauna, Peixes Continentais, Rivulidae, Plesiolebias canabravensis, Desconhecido, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, TO
925,Fauna, Peixes Continentais, Rivulidae, Plesiolebias xavantei, Peixe anual, Em Perigo EN , EN, Cerrado," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, TO
926,Fauna, Peixes Continentais, Loricariidae, Pogonopoma obscurum, Cascudo preto, Em Perigo EN , EN, Mata Atlantica, Mudanca Na Dinamica Das Especies Nativas, Sim, Sim, Sim,2, Sim," RS, SC"
927,Fauna, Peixes Continentais, Loricariidae, Pogonopoma parahybae, Cascudo, Em Perigo EN , EN, Mata Atlantica," Especies Exoticas, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim," MG, RJ, SP"
928,Fauna, Peixes Continentais, Batrachoididae, Potamobatrachus trispinosus, Manganga, Em Perigo EN , EN, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, PA
929,Fauna, Peixes Continentais, Prochilodontidae, Prochilodus britskii, Curimata, Em Perigo EN , EN, Amazonia," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,2, Sim, MT
930,Fauna, Peixes Continentais, Prochilodontidae, Prochilodus vimboides, Desconhecido, Vulneravel VU , VU," Cerrado, Mata Atlantica"," Outras Atividades Economicas Turismo, Queimadas", Sim, Sim, Nao,3, Sim," BA, ES, MG, RJ, SP"
931,Fauna, Peixes Continentais, Loricariidae, Pseudotocinclus juquiae, Cascudinho do Juquia, Criticamente em Perigo CR , CR, Mata Atlantica, Poluicao, Nao, Sim, Nao,1, Sim, SP
932,Fauna, Peixes Continentais, Loricariidae, Pseudotocinclus tietensis, Cascudinho do tiete , Em Perigo EN , EN," Cerrado, Mata Atlantica"," Assentamento Humano cidades, Poluicao", Sim, Sim, Nao,2, Sim, SP
933,Fauna, Peixes Continentais, Characidae, Rachoviscus crassiceps, Lambari da restinga, Em Perigo EN , EN, Mata Atlantica, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim," PR, SC, SP"
934,Fauna, Peixes Continentais, Characidae, Rachoviscus graciliceps, Lambari, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades, Outras Atividades Economicas Barrages Abastecimento Drenagem", Sim, Sim, Nao,2, Sim," BA, ES"
935,Fauna, Peixes Continentais, Heptapteridae, Rhamdia jequitinhonha, Mandi, Vulneravel VU , VU," Cerrado, Mata Atlantica"," Mineracao, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, MG
936,Fauna, Peixes Continentais, Heptapteridae, Rhamdiopsis krugi, Bagrinho cego, Vulneravel VU , VU, Cerrado," Agropecuaria, Outras Atividades Economicas Turismo", Sim, Nao, Nao,2, Sim, BA
937,Fauna, Peixes Continentais, Characidae, Rhinopetitia potamorhachia, Desconhecido, Em Perigo EN , EN, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim," MT, PA"
938,Fauna, Peixes Continentais, Doradidae, Rhynchodoras xingui, Bacuzinho, Em Perigo EN , EN," Amazonia, Cerrado", Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim," GO, MT, PA"
939,Fauna, Peixes Continentais, Cynodontidae, Roestes itupiranga, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
